instruction,category,intent,urgency
"hey theer, i want to delete my account permanently",ACCOUNT,delete_account,high
"I'd like to register, what's the process? Many thnaks.",ACCOUNT,create_account,low
"Hi team, I'm extremely unhappy with the service",FEEDBACK,complaint,high
can you show me invoice number 8842?,INVOICE,check_invoice,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
Please remove my account from your system. Tahnks in advance.,ACCOUNT,delete_account,high
"This is unaccetpable, I want to file a formal complaint! Please assist.",FEEDBACK,complaint,high
The signup form keeps rejecting my email. Thanks in advance.,ACCOUNT,registration_problems,low
Can you tell me the status of ordre #9001?,ORDER,track_order,medium
"Hey there, can you help me complete my purchase?",ORDER,place_order,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
quick question - what shipping methods are available?,DELIVERY,delivery_options,medium
"Hi team, what are my payment options at cehckout?",PAYMENT,check_payment_methods,medium
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
I was charged twice for the same order! Thanks!,PAYMENT,payment_issue,high
I need an invoice for accounting. Cheers.,INVOICE,get_invoice,medium
how do I subscribe to your newsletter?,NEWSLETTER,newsletter_subscription,low
my payment was declined but my card is fine,PAYMENT,payment_issue,high
is there a support email I use?,CONTACT,contact_customer_service,low
"Excuse me, I need to use a different uesr profile",ACCOUNT,switch_account,low
"good morning, i want to get a for my purchase",REFUND,get_refund,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
I want to switch to a different account,ACCOUNT,switch_account,low
your support has been awful and i'm furious about it,FEEDBACK,complaint,high
i need to update the email on my profile,ACCOUNT,edit_account,low
Can I set up multiple addresses on my profile? Cheers.,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can you help me open a customer account? Plesae assist.,ACCOUNT,create_account,low
i need an invoice for accounting. please assist.,INVOICE,get_invoice,medium
"Hi team, what is your refund policy?",REFUND,check_refund_policy,high
How do I log into a account?,ACCOUNT,switch_account,low
How do I order this product? Cheers.,ORDER,place_order,medium
"hey there, i want to create a new account on your platform",ACCOUNT,create_account,low
"Hey there, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Quick question - I need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Hi, can you help me complete my pucrhase?",ORDER,place_order,medium
"I'm ready to buy, what's next?",ORDER,place_order,medium
I have a question: can you help me complete my purchase?,ORDER,place_order,medium
"Hello, I'd like to download an invoice",INVOICE,get_invoice,medium
Tracking number says delivered but I never got it. Please assist.,ORDER,track_order,medium
"I'm ready to buy, what's next?",ORDER,place_order,medium
do you offer exrpess delivery? in a hurry.,DELIVERY,delivery_options,medium
I want to lodge a complaint about the rceent experience,FEEDBACK,complaint,high
i have a question: i want to create a new account on your platform,ACCOUNT,create_account,low
Can you show me invoice number 8842?,INVOICE,check_invoice,medium
quick question - i need my account deleted right away,ACCOUNT,delete_account,high
"Hi tema, I forgot my passwodr and can't log in",ACCOUNT,recover_password,high
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period,medium
How many days do I have to return an item?,REFUND,check_refund_policy,high
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
"Hi, what shipping methods are available?",DELIVERY,delivery_options,medium
do I order this product?,ORDER,place_order,medium
I have a question: I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
I have a question: I need to cacnel my order immediately,CANCEL,cancel_order,high
How do I close my accoun?t I no longer want to use the service.,ACCOUNT,delete_account,high
how do I track my shipment?,ORDER,track_order,medium
why can't i create my account? it says invaldi input.,ACCOUNT,registration_problems,low
Do you take Apple Pay or only credit cards? Many thanks.,PAYMENT,check_payment_methods,medium
"out of my account, password recovery is'nt working!",ACCOUNT,recover_password,high
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can you check on the status of my rfeund?,REFUND,track_refund,high
Can you check on the status of my refund?,REFUND,track_refund,high
Can you help me opne a customer account? I'd appreciate a quick reply.,ACCOUNT,create_account,low
"Could you help - cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
"I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Can I choose same-day shipping? Thanks!,DELIVERY,delivery_options,medium
where can i view my past invoices?,INVOICE,check_invoice,medium
Tracking number says deliveerd but I never got it. Many thanks.,ORDER,track_order,medium
"wrong address on my order, please update it! i'd appreciate a quick reply.",SHIPPING_ADDRESS,change_shipping_address,medium
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
can you check on the status of my refund?,REFUND,track_refund,high
"good morning, i need my account deleted right away",ACCOUNT,delete_account,high
tracking number says delivered but i never got it.,ORDER,track_order,medium
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
i have a question: how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
Could you help - I want to write a review of my experience,FEEDBACK,review,low
Can you reroute my package a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
could you help - i need to look up an old invoice,INVOICE,check_invoice,medium
when will my refund be processed?,REFUND,track_refund,high
I was charged twice for the same order! Thanks in advance.,PAYMENT,payment_issue,high
"I have a question: I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
could you help - how do i request a refudn?,REFUND,get_refund,high
"Hey there, how do I request a refund?",REFUND,get_refund,high
"is unacceptable, I want to file a formal complaint! Please assist.",FEEDBACK,complaint,high
Could you hepl - I watn to update the quantity in my order,ORDER,change_order,medium
I'd like to edit my persnoal details. I'd appreciate a quick reply.,ACCOUNT,edit_account,low
"Excsue me, I want to switch to a different account",ACCOUNT,switch_account,low
I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems,low
"Hi, please send me the invoice for my recent order",INVOICE,get_invoice,medium
Please cancel order #1234 before it ships. Many thanks.,CANCEL,cancel_order,high
"Hi, do you offre money-back guarantees?",REFUND,check_refund_policy,high
I have a question: I want to get a refund for my purchase,REFUND,get_refund,high
Can I choose same-day shipping?,DELIVERY,delivery_options,medium
"excuse me, wheer is my order? it hasn't arrived yet",ORDER,track_order,medium
"Excuse me, how can I sign up for an account?",ACCOUNT,create_account,low
pelase cancel order #1234 before it ships. thanks in advance.,CANCEL,cancel_order,high
The signup form keeps rejecting my email. Please assist.,ACCOUNT,registration_problems,low
"Please refund order #3300, the item arrived broken. Thanks!",REFUND,get_refund,high
"Hello, I want to delete my account permanently",ACCOUNT,delete_account,high
Could you help - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice,medium
"Hello, the passwodr reset email never arrived",ACCOUNT,recover_password,high
Quick question - I forgot my password and can't log in,ACCOUNT,recover_password,high
I need an invoice for accounting. This is urgent.,INVOICE,get_invoice,medium
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
Where do I pots a prodcut review?,FEEDBACK,review,low
"Hi, is there a support email I can us?e",CONTACT,contact_customer_service,low
can i have two accounts and switch between them? thanks!,ACCOUNT,switch_account,low
quick question - i want to delete my account permanently,ACCOUNT,delete_account,high
"Excuse me, I want to get a refund for my purchase",REFUND,get_refund,high
quick question - i need a human agent right now,CONTACT,contact_human_agent,low
Can you help me open a customer account? Thanks in advance.,ACCOUNT,create_account,low
When can I expect my package? I'd appreciate a quick reply.,DELIVERY,delivery_period,medium
i was charged twice for the saem order! cheers.,PAYMENT,payment_issue,high
I have a question: how do I track my shipment?,ORDER,track_order,medium
"This is unacceptable, I want to file a formal comlpaint! Looking forward to heraing back.",FEEDBACK,complaint,high
"Hello, what shipping methods are available?",DELIVERY,delivery_options,medium
"Good morning, I need to use a different user profile",ACCOUNT,switch_account,low
i have a question: i'm trying to find a copy of my invoice,INVOICE,check_invoice,medium
"Good morning, I'd like to place a new",ORDER,place_order,medium
"Hi, what shipping methods are available?",DELIVERY,delivery_options,medium
"morning, what is your refund policy?",REFUND,check_refund_policy,high
"hello, i need to update the email on my profile",ACCOUNT,edit_account,low
I need to talk to someone about my order.,CONTACT,contact_customer_service,low
where do i post a product review? this is urgent.,FEEDBACK,review,low
