instruction,category,intent
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password
"Hi, can you help me complete my pucrhase?",ORDER,place_order
"I'm ready to buy, what's next?",ORDER,place_order
I have a question: can you help me complete my purchase?,ORDER,place_order
"Hello, I'd like to download an invoice",INVOICE,get_invoice
Tracking number says delivered but I never got it. Please assist.,ORDER,track_order
"I'm ready to buy, what's next?",ORDER,place_order
do you offer exrpess delivery? in a hurry.,DELIVERY,delivery_options
I want to lodge a complaint about the rceent experience,FEEDBACK,complaint
i have a question: i want to create a new account on your platform,ACCOUNT,create_account
Can you show me invoice number 8842?,INVOICE,check_invoice
quick question - i need my account deleted right away,ACCOUNT,delete_account
"Hi tema, I forgot my passwodr and can't log in",ACCOUNT,recover_password
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period
How many days do I have to return an item?,REFUND,check_refund_policy
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund
"Hi, what shipping methods are available?",DELIVERY,delivery_options
do I order this product?,ORDER,place_order
I have a question: I want to lodge a complaint about the recent experience,FEEDBACK,complaint
I have a question: I need to cacnel my order immediately,CANCEL,cancel_order
How do I close my accoun?t I no longer want to use the service.,ACCOUNT,delete_account
how do I track my shipment?,ORDER,track_order
why can't i create my account? it says invaldi input.,ACCOUNT,registration_problems
Do you take Apple Pay or only credit cards? Many thanks.,PAYMENT,check_payment_methods
"out of my account, password recovery is'nt working!",ACCOUNT,recover_password
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
Can you check on the status of my rfeund?,REFUND,track_refund
Can you check on the status of my refund?,REFUND,track_refund
Can you help me opne a customer account? I'd appreciate a quick reply.,ACCOUNT,create_account
"Could you help - cancel my order asap, I ordered the wrong item",CANCEL,cancel_order
"I want to speak with a human agent, not a bot",CONTACT,contact_human_agent
Can I choose same-day shipping? Thanks!,DELIVERY,delivery_options
where can i view my past invoices?,INVOICE,check_invoice
Tracking number says deliveerd but I never got it. Many thanks.,ORDER,track_order
"wrong address on my order, please update it! i'd appreciate a quick reply.",SHIPPING_ADDRESS,change_shipping_address
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
can you check on the status of my refund?,REFUND,track_refund
"good morning, i need my account deleted right away",ACCOUNT,delete_account
tracking number says delivered but i never got it.,ORDER,track_order
"Hi team, I'm having trouble paying, the page errors out",PAYMENT,payment_issue
i have a question: how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
Could you help - I want to write a review of my experience,FEEDBACK,review
Can you reroute my package a new address?,SHIPPING_ADDRESS,change_shipping_address
could you help - i need to look up an old invoice,INVOICE,check_invoice
when will my refund be processed?,REFUND,track_refund
I was charged twice for the same order! Thanks in advance.,PAYMENT,payment_issue
"I have a question: I'm having trouble paying, the page errors out",PAYMENT,payment_issue
could you help - how do i request a refudn?,REFUND,get_refund
"Hey there, how do I request a refund?",REFUND,get_refund
"is unacceptable, I want to file a formal complaint! Please assist.",FEEDBACK,complaint
Could you hepl - I watn to update the quantity in my order,ORDER,change_order
I'd like to edit my persnoal details. I'd appreciate a quick reply.,ACCOUNT,edit_account
"Excsue me, I want to switch to a different account",ACCOUNT,switch_account
I want to lodge a complaint about the recent experience,FEEDBACK,complaint
why can't i create my account? it says invalid input.,ACCOUNT,registration_problems
"Hi, please send me the invoice for my recent order",INVOICE,get_invoice
Please cancel order #1234 before it ships. Many thanks.,CANCEL,cancel_order
"Hi, do you offre money-back guarantees?",REFUND,check_refund_policy
I have a question: I want to get a refund for my purchase,REFUND,get_refund
Can I choose same-day shipping?,DELIVERY,delivery_options
"excuse me, wheer is my order? it hasn't arrived yet",ORDER,track_order
"Excuse me, how can I sign up for an account?",ACCOUNT,create_account
pelase cancel order #1234 before it ships. thanks in advance.,CANCEL,cancel_order
The signup form keeps rejecting my email. Please assist.,ACCOUNT,registration_problems
"Please refund order #3300, the item arrived broken. Thanks!",REFUND,get_refund
"Hello, I want to delete my account permanently",ACCOUNT,delete_account
Could you help - how do I add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
Where can I view my past invoices? Thanks in advance.,INVOICE,check_invoice
"Hello, the passwodr reset email never arrived",ACCOUNT,recover_password
Quick question - I forgot my password and can't log in,ACCOUNT,recover_password
I need an invoice for accounting. This is urgent.,INVOICE,get_invoice
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options
Where do I pots a prodcut review?,FEEDBACK,review
"Hi, is there a support email I can us?e",CONTACT,contact_customer_service
can i have two accounts and switch between them? thanks!,ACCOUNT,switch_account
quick question - i want to delete my account permanently,ACCOUNT,delete_account
"Excuse me, I want to get a refund for my purchase",REFUND,get_refund
quick question - i need a human agent right now,CONTACT,contact_human_agent
Can you help me open a customer account? Thanks in advance.,ACCOUNT,create_account
When can I expect my package? I'd appreciate a quick reply.,DELIVERY,delivery_period
i was charged twice for the saem order! cheers.,PAYMENT,payment_issue
I have a question: how do I track my shipment?,ORDER,track_order
"This is unacceptable, I want to file a formal comlpaint! Looking forward to heraing back.",FEEDBACK,complaint
"Hello, what shipping methods are available?",DELIVERY,delivery_options
"Good morning, I need to use a different user profile",ACCOUNT,switch_account
i have a question: i'm trying to find a copy of my invoice,INVOICE,check_invoice
"Good morning, I'd like to place a new",ORDER,place_order
"Hi, what shipping methods are available?",DELIVERY,delivery_options
"morning, what is your refund policy?",REFUND,check_refund_policy
"hello, i need to update the email on my profile",ACCOUNT,edit_account
I need to talk to someone about my order.,CONTACT,contact_customer_service
where do i post a product review? this is urgent.,FEEDBACK,review
i'd like to share my feedback on a recent purchase,FEEDBACK,review
It's been 10 days and no refund yet. in advanc.e,REFUND,track_refund
Can you tell me the status of order #9001?,ORDER,track_order
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options
How do I order this produc?t Cheers.,ORDER,place_order
"Quick question - I'm still waiting for my refund, where is it?",REFUND,track_refund
Could you help - I want to update the quantity in my order,ORDER,change_order
quick question - where is my order? it hasn't arrived yet,ORDER,track_order
"hello, i want to speka with a human not a bot",CONTACT,contact_human_agent
"Hey theer, I need to cancel my order immediately",CANCEL,cancel_order
"Hlep, the payment failde but money was deducted!",PAYMENT,payment_issue
Please connect me to a real person.,CONTACT,contact_human_agent
Can you check on the sattus of my refund?,REFUND,track_refund
What is your customer service phone number?,CONTACT,contact_customer_service
"Locked out of my account, passwodr recovery isn't working!",ACCOUNT,recover_password
can you email me a pdf invoice for order #5500?,INVOICE,get_invoice
"Hi, whta shipping metohds are available?",DELIVERY,delivery_options
"hey theer, what are my delivery options for this order?",DELIVERY,delivery_options
Could you help - I need to cancel my order immediately,CANCEL,cancel_order
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options
"hi team, i'm still waiting for my refund, where is it?",REFUND,track_refund
can i chooes same-day shipping? looking forward to hearing back.,DELIVERY,delivery_options
i'd like to receive your weekly emails. thanks!,NEWSLETTER,newsletter_subscription
Quick question - how do I contact your support team?,CONTACT,contact_customer_service
Can I unsubscribe form the newsletter please?,NEWSLETTER,newsletter_subscription
Could you help - I want to write a review of my experience,FEEDBACK,review
"Excuse me, I want to write a review of my experience",FEEDBACK,review
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue
what is your customer service phone number?,CONTACT,contact_customer_service
i have a question: how do i add a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address
i'd like to receive your weekly emails. looking forward to hearing back.,NEWSLETTER,newsletter_subscription
do you take apple pay or only credit cards? this is urgent.,PAYMENT,check_payment_methods
how do i order tihs product? cheers.,ORDER,place_order
"Hi team, I want to update the quantity in my order",ORDER,change_order
"Hey there, do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order
"excuse me, how do i request a",REFUND,get_refund
"Hello, how can I sign up for an account?",ACCOUNT,create_account
