instruction,category,intent,urgency
can you help me complete my purchase?,ORDER,place_order,medium
"Excuse me, how can I sign up for an account?",ACCOUNT,create_account,low
I'd like to edit my personal details. This is urgent.,ACCOUNT,edit_account,low
"Wrong address on my order, please update it! Pelase assist.",SHIPPING_ADDRESS,change_shipping_address,medium
Please conenct me to a real person. Cheers.,CONTACT,contact_human_agent,low
I need to talk to someone about my order.,CONTACT,contact_customer_service,low
I was charged twice for the same order! Thanks in advance.,PAYMENT,payment_issue,high
can i unsubscribe from the newslteter please?,NEWSLETTER,newsletter_subscription,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Hey ther,e I'm getting an error when trying to register",ACCOUNT,registration_problems,low
I'd like to receive your weekly emails. This is urgent.,NEWSLETTER,newsletter_subscription,low
i have a question: how do i add a new shipping address to my,SHIPPING_ADDRESS,set_up_shipping_address,medium
Do you offer express delivery? I'm in a hurry.,DELIVERY,delivery_options,medium
"Hey there, I'm getting an error when trying to register",ACCOUNT,registration_problems,low
Can you tell me the status of order #9010?,ORDER,track_order,medium
"Hi team, what shipping methods are available?",DELIVERY,delivery_options,medium
"hi, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
When can I expect my package? Many thanks.,DELIVERY,delivery_period,medium
"Hello, what shipping metohds are available?",DELIVERY,delivery_options,medium
"I have a question: cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
How do I log into a secondary account?,ACCOUNT,switch_account,low
Could you help - how do I subscribe to your newsletetr?,NEWSLETTER,newsletter_subscription,low
"hi, i'm still waiting for my refund, where is it?",REFUND,track_refund,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
Can I have two accounts and switch between them? This is urgent.,ACCOUNT,switch_account,low
Can a live representative help me? The chatbot ins't enough.,CONTACT,contact_human_agent,low
hi i forgot my password and can't log in,ACCOUNT,recover_password,high
please change the size on my recent order before it ships,ORDER,change_order,medium
quick question - i want to delete my account permanently,ACCOUNT,delete_account,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"quick question - cancel my order asap, i ordered the wrong item",CANCEL,cancel_order,high
how can I leave a review for the product I bought?,FEEDBACK,review,low
"I need to reset my password, please help. Cheers.",ACCOUNT,recover_password,high
"I have a question: cancel order asap, I ordered the wrong item",CANCEL,cancel_order,high
Can you email me a PDF invoice for order #5050?,INVOICE,get_invoice,medium
"Hello, I'm trying to find a copy of my invoice",INVOICE,check_invoice,medium
"Hi, my payment was declined but my card is fine",PAYMENT,payment_issue,high
I need to talk to someone about my order. Thanks!,CONTACT,contact_customer_service,low
"hi team, do you offer money-back guarantees?",REFUND,check_refund_policy,high
Please conenct me to a real person. Thanks in advance.,CONTACT,contact_human_agent,low
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Can you tell me the status of order #9001?,ORDER,track_order,medium
"Good morning, I need a human agent right now",CONTACT,contact_human_agent,low
I'd like to receive your weekly emails.,NEWSLETTER,newsletter_subscription,low
Can you help me open a customer account? Please assist.,ACCOUNT,create_account,low
i want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
Can I have two accounts and switch between them? Thanks!,ACCOUNT,switch_account,low
can you show me invoice number 8842?,INVOICE,check_invoice,medium
Tracking number says delivered but I never got it. I'd appreciate a quick reply.,ORDER,track_order,medium
"I'm ready to buy, what's next?",ORDER,place_order,medium
Could you help - what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
"Good morning, which payment methods do you accept?",PAYMENT,check_payment_methods,medium
"Good morning, I want to delete my account permanently",ACCOUNT,delete_account,high
"hi tea,m i need to cancel my order immediately",CANCEL,cancel_order,high
sign me up for promotional emails,NEWSLETTER,newsletter_subscription,low
how many days do i have to return an item? looking forward to hearing back.,REFUND,check_refund_policy,high
"Hello, I need my account deleted right away",ACCOUNT,delete_account,high
i have a question: is there a support email i can use?,CONTACT,contact_customer_service,low
"Hi, I need to my existing order",ORDER,change_order,medium
"Hi team, please send me the invoice for my recent order",INVOICE,get_invoice,medium
Please connect me to a real person. Cheers.,CONTACT,contact_human_agent,low
do you take apple pay or olny credit cards? cheers.,PAYMENT,check_payment_methods,medium
Please cancel order #1234 before it ships. Please assist.,CANCEL,cancel_order,high
Quick question - wehn will my refund be processed?,REFUND,track_refund,high
"Hi, sign me up for promotional emials",NEWSLETTER,newsletter_subscription,low
"good morning, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
Your support has been awful and I'm furious about it,FEEDBACK,complaint,high
How do I log into a secondary acconut?,ACCOUNT,switch_account,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
do you offer express deilvery? i'm in a hurry.,DELIVERY,delivery_options,medium
"good morning, i want to get a for my purchase",REFUND,get_refund,high
"Good morning, how can I sign up for an account?",ACCOUNT,create_account,low
"Wrong address on my order, please update it!",SHIPPING_ADDRESS,change_shipping_address,medium
Do you take Apple Pay or only credit cards? I'd appreciate a quick reply.,PAYMENT,check_payment_methods,medium
Can you help me open a customer account? This is urgent.,ACCOUNT,create_account,low
How do I log itno a secondary account?,ACCOUNT,switch_account,low
"hi, i keep gettign 'username already taken' but i'm new",ACCOUNT,registration_problems,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"I need to reset my password, please hel.p Cheers.",ACCOUNT,recover_password,high
Where can I view my past invoices?,INVOICE,check_invoice,medium
I need an invoice for accounting. Many thanks.,INVOICE,get_invoice,medium
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
Can I choose same-day shipping? Looking forward to hearing back.,DELIVERY,delivery_options,medium
"Excuse me, what are my delivery options for this order?",DELIVERY,delivery_options,medium
I want to saev a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
I have a question: estimated delivery for standard shipping?,DELIVERY,delivery_period,medium
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period,medium
hey how do i request a refund?,REFUND,get_refund,high
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
Could you help - I need to look up an old inovice,INVOICE,check_invoice,medium
What's the typical deilvery time to my country?,DELIVERY,delivery_period,medium
"Hi team, estimated delivery for standard shipping?",DELIVERY,delivery_period,medium
"Hi team, what are my delivery options for this order?",DELIVERY,delivery_options,medium
adding a new address before my next order,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can I set up multiple addresses on my profile? Please assist.,SHIPPING_ADDRESS,set_up_shipping_address,medium
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hi, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
i need my money bcak for this defective product!,REFUND,get_refund,high
quick questino - i need to look up an old invoice,INVOICE,check_invoice,medium
"i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"I'd like to register, what's the process? Thanks!",ACCOUNT,create_account,low
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
"Hey there, I want to delete my account permanently",ACCOUNT,delete_account,high
i have a qeustion: i want to switch to a different account,ACCOUNT,switch_account,low
"Hello, I want to write a review of my experience",FEEDBACK,review,low
i have a question: plesae send me the invoice for my recent order,INVOICE,get_invoice,medium
could you help - i need a human agent right now,CONTACT,contact_human_agent,low
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
i have a question: how can i sign up for an account?,ACCOUNT,create_account,low
i have a question: i need to cancel my order immediately,CANCEL,cancel_order,high
Can you reroute my package to a new address?,SHIPPING_ADDRESS,change_shipping_address,medium
Please connect me to a real person. Thanks in advance.,CONTACT,contact_human_agent,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Excuse me, sign me up for promotional emails",NEWSLETTER,newsletter_subscription,low
Can I have two accounts and switch between them?,ACCOUNT,switch_account,low
what is your customer service phone number?,CONTACT,contact_customer_service,low
quick question - i want to delete my account permanently,ACCOUNT,delete_account,high
How many days do I have to return an item?,REFUND,check_refund_policy,high
"Hlep, the payment failed but money was deducted!",PAYMENT,payment_issue,high
Why can't I create my account? It says invalid input.,ACCOUNT,registration_problems,low
What is your customer service phone number?,CONTACT,contact_customer_service,low
"Hey there, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
can you tell me the status of order #9001?,ORDER,track_order,medium
Where can I view my past invoices? Many thanks.,INVOICE,check_invoice,medium
"Hello, I want to switch to a different account",ACCOUNT,switch_account,low
